J_D_global,J_D_local,T_global_median_s,T_local_median_s,delta_J_D,delta_T_s,gap_interpretation,global_defender_action,global_oracle_role,local_defender_action,profile,runtime_ratio_global_over_local,status,sweep_group,sweep_value,sweep_variable,unavailable_reason
0.7814861193516704,0.7814861193516704,58.409136999998736,58.59568979999858,0.0,-0.18655279999984486,empirical gap on this tested finite configuration; no error bound,2,finite exact reference only,2,canonical_anchor,0.9968162709469486,completed,baseline,0,baseline_anchor,
0.7814861193516704,0.7814861193516704,38.42430400000012,40.568966400000136,0.0,-2.1446624000000156,empirical gap on this tested finite configuration; no error bound,1,finite exact reference only,1,defender_count_2,0.9471353946054685,completed,defender,2,defender_action_count,
0.7814861193516704,0.015043572080443185,39.52578960000028,18.876268700001674,0.7664425472712273,20.649520899998606,empirical gap on this tested finite configuration; no error bound,2,finite exact reference only,0,defender_count_3,2.0939408221073252,completed,defender,3,defender_action_count,
0.7814861193516704,0.015043572080443185,41.74851529999978,19.054832999998325,0.7664425472712273,22.693682300001456,empirical gap on this tested finite configuration; no error bound,4,finite exact reference only,0,defender_count_5,2.190967262741345,completed,defender,5,defender_action_count,
0.7843318987084812,0.7843318987084812,11.047308399998656,11.785441899999569,0.0,-0.738133500000913,empirical gap on this tested finite configuration; no error bound,2,finite exact reference only,2,heading_10deg,0.937369043412709,completed,heading,10.0,heading_spacing_deg,
0.7912859636040508,0.7912859636040508,4.365279999999984,4.5650158999997075,0.0,-0.1997358999997232,empirical gap on this tested finite configuration; no error bound,2,finite exact reference only,2,heading_15deg,0.9562463955493045,completed,heading,15.0,heading_spacing_deg,
0.912150500664634,0.912150500664634,7.511610199999268,7.857608700000128,0.0,-0.3459985000008601,empirical gap on this tested finite configuration; no error bound,2,finite exact reference only,2,spatial_100m,0.95596643798248,completed,spatial,100.0,spatial_resolution_m,
0.8938345470153469,0.8938345470153469,28.436136700000134,29.869508699999642,0.0,-1.4333719999995083,empirical gap on this tested finite configuration; no error bound,2,finite exact reference only,2,spatial_50m,0.9520122003212084,completed,spatial,50.0,spatial_resolution_m,
0.7814711306439309,0.014278006923464828,27.842505900000106,16.876671500000157,0.7671931237204661,10.965834399999949,empirical gap on this tested finite configuration; no error bound,2,finite exact reference only,0,switch_contour_6,1.6497628634888015,completed,switching,6,switching_contour_sample_count,
0.7814935518630626,0.7814935518630626,41.27791380000053,43.96659870000076,0.0,-2.6886849000002258,empirical gap on this tested finite configuration; no error bound,2,finite exact reference only,2,switch_contour_9,0.9388471025847133,completed,switching,9,switching_contour_sample_count,
